cid,smiles
cid_79,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O
cid_80,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)CO)CO)CO)CO)O)O)O
cid_81,C(C1C2C(C(C(O1)OC3C(OC(C(C3OS(=O)(=O)O)OS(=O)(=O)O)OC4C(OC(C(C4OS(=O)(=O)O)OS(=O)(=O)O)OC5C(OC(C(C5OS(=O)(=O)O)OS(=O)(=O)O)OC6C(OC(C(C6OS(=O)(=O)O)OS(=O)(=O)O)OC7C(OC(C(C7OS(=O)(=O)O)OS(=O)(=O)O)OC8C(OC(C(C8OS(=O)(=O)O)OS(=O)(=O)O)OC9C(OC(O2)C(C9OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)COS(=O)(=O)O)COS(=O)(=O)O)COS(=O)(=O)O)COS(=O)(=O)O)COS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O
cid_82,C(C1[C@@H](C(C([C@H](O1)O)N)O)O)O
cid_83,C(C1[C@H](C([C@@H]([C@@H](O1)O)[18F])O)O)O
cid_84,C(C1[C@H](C([C@H]([C@H](O1)O)O)O)O[C@@H]2[C@@H](C(C(C(O2)CO)O[C@@H]3[C@@H](C(C(C(O3)CO)O)O)O)O)O)O
cid_85,C(CC(=O)C(=O)O)CC(=O)O
cid_86,C(CC(=O)C=[N+]=N)C(C(=O)O)N
cid_87,C(CC(=O)N)C(=O)N
cid_88,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
cid_89,C(CC(=O)O)C(=O)C(=O)O
cid_90,C(CC(=O)O)C(C(=O)O)N
cid_91,C(CC(=O)O)CC(=O)O
cid_92,C(CC(=O)O)CN
cid_93,C(CC(=O)O)CN=C(N)N
cid_94,C(CC(=O)O)[C@@H](C(=O)N)N
cid_95,C(CC(=O)O)[C@@H](C(=O)O)N
cid_96,C(CC(=O)O)[C@H](C(=O)O)O
cid_97,C(CC(=O)[O-])C(=O)[O-]
cid_98,C(CC(C(=O)O)N)CC(C(=O)O)N
cid_99,C(CC(C(=O)O)N)CO
cid_100,C(CC(CC(=O)O)N)CN
cid_101,C(CC(CO)(O)O)[C@@H](C(=O)O)N
cid_102,C(CC=O)CC=O
cid_103,C(CCC(=O)O)CC(=O)O
cid_104,C(CCC(=O)O)CCN
cid_105,C(CCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)CCO
cid_106,C(CCCC=O)CCCC(=O)O
cid_107,C(CCCCC(=O)O)CCCC(=O)O
cid_108,C(CCCCC/C=C/C=C/C=C/C=C/C(=O)O)CCCCCO
cid_109,C(CCCN)CCCNC(N)N
cid_110,C(CCCO)CCO
cid_111,C(CCN)CC(=O)O
cid_112,C(CCN)CCN
cid_113,C(CCN)CN
cid_114,C(CCN)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)N
cid_115,C(CCN)C[C@@H](C(=O)O)N
cid_116,C(CCN)C[C@H](C(=O)O)N
cid_117,C(CCNC(=O)O)C[C@@H](C(=O)O)N
cid_118,C(CCNC1=N[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)CN
cid_119,C(CCNCCCN)CNCCCN
cid_120,C(CCO)CC(CCCCO)CCO
cid_121,C(CCO)CO
cid_122,C(CCO)C[C@@H](C(=O)O)N
cid_123,C(CCl)O
cid_124,C(CN)C(=O)O
cid_125,C(CN)C(C(=O)O)N
cid_126,C(CN)C(CN)O
cid_127,C(CN)CNCCSP(=O)(O)O
cid_128,C(CN)CO
cid_129,C(CN)CSC[C@@H](CO)N
cid_130,C(CNC(=O)N)C(=O)O
cid_131,C(CNC(CO)(CO)CO)CNC(CO)(CO)CO
cid_132,C(CNCC(=O)[O-])NCC(=O)[O-]
cid_133,C(CO)C(C(=O)O)N
cid_134,C(CO)C(C(=O)O)O
cid_135,C(CO)C(CCO)(CCO)N
cid_136,C(CO)CS
cid_137,C(CO)N
cid_138,C(CO)N(CCO)CC(=O)O
cid_139,C(CO)N(CCO)CCS(=O)(=O)O
cid_140,C(CO)NCCO
cid_141,C(COCCOCCO)O
cid_142,C(COP(=O)(O)OCC(CO)O)N
cid_143,C(CS)C(=O)O
cid_144,C(CS)O
cid_145,C(CSSCCO)O
cid_146,C(CSSC[C@@H](C(=O)O)N)O
cid_147,C(CS[C@@H](CC(=O)O)C(=O)O)N=C(N)N
cid_148,C(C[C@@H](C(=O)N)N)C[NH+]=C(N)N
cid_149,C(C[C@@H](C(=O)O)N)CN
cid_150,C(C[C@@H](C(=O)O)N)CN=C(N)N
cid_151,C(C[C@@H](C(=O)O)N)CNC(=O)N
cid_152,C(C[C@@H](C(=O)O)N)CNC(=S)N
cid_153,C(C[C@@H](C(=O)O)N)CO
cid_154,C(C[C@H](C(=O)O)N)CN=C(N)N
cid_155,C(C[NH+]=C(N)N)CO
cid_156,C(F)(F)Cl
cid_157,C(I)(I)I
cid_158,C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
cid_159,C([14C](=O)O)N
cid_160,C([C@@H](C(=O)O)N)C(=O)N
cid_161,C([C@@H](C(=O)O)N)C(=O)O
cid_162,C([C@@H](C(=O)O)N)C(=O)OP(=O)(O)O
cid_163,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1
cid_164,C([C@@H](C(=O)O)N)O
cid_165,C([C@@H](C(=O)O)N)OP(=O)(O)O
cid_166,C([C@@H](C(=O)O)N)S
cid_167,C([C@@H](C(=O)O)N)S(=O)(=O)O
cid_168,C([C@@H](C(=O)O)N)SCC(=O)N
cid_169,C([C@@H](C(=O)O)N)SCC(=O)O
cid_170,C([C@@H](C(=O)O)N)SO
cid_171,C([C@@H](C(=O)O)N)SS
cid_172,C([C@@H](C(=O)O)N)SS(=O)(=O)O
cid_173,C([C@@H](C(=O)O)N=C(N)N)C(=O)O
cid_174,C([C@@H](C(=O)[O-])N)C(=O)O
cid_175,C([C@@H](C(=O)[O-])N)[Se-]
cid_176,C([C@@H](C(=O)[O-])O)[NH3+]
cid_177,C([C@@H]([C@@H]([C@@H](C=O)O)O)O)O
cid_178,C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O
cid_179,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
cid_180,C([C@@H]([C@H]([C@@H](C(=O)C(=O)O)O)O)O)O
cid_181,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O
cid_182,C([C@@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O
cid_183,C([C@@H]([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O)O
cid_184,C([C@@H]1[C@@H](C([C@](O1)(CO)O[C@@H]2C([C@@H]([C@@H](C(O2)CO[C@@H]3C([C@@H]([C@H](C(O3)CO)O)O)O)O)O)O)O)O)O
cid_185,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O
cid_186,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O
cid_187,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)OC[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O
cid_188,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O)O)O)O)O
cid_189,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
cid_190,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O
cid_191,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
cid_192,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O
cid_193,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
cid_194,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H](C6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O
cid_195,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O
cid_196,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O
cid_197,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
cid_198,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O)O)O)O)O
cid_199,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O
cid_200,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
cid_201,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O)O)O)O
cid_202,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O)O)O)O)O
cid_203,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)O)O)O)O)O)O)O)O)O)O)O
cid_204,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)F)[O-])CO)CO)O)O)O)O
cid_205,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
cid_206,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
cid_207,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)O)O
cid_208,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O[C@@H]2[C@H](CO)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)[C@H](CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)[C@H](CO)O)O)O)O)O)O)O)O
cid_209,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
cid_210,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O
cid_211,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H](C(O3)O)O)O)O)O)O)O)O)O)O)O
cid_212,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)O)O)O)O)O)O)O
cid_213,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O)O)O
cid_214,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(CO)O)O)O)O)O)O)O)O
cid_215,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)F)O)O)O
cid_216,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O
cid_217,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O)CO)O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)O)O)O)O
cid_218,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
cid_219,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
cid_220,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](OC([C@@H]([C@H]7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O
cid_221,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O
cid_222,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O
cid_223,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
cid_224,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O
cid_225,C([C@@H]1[C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O
cid_226,C([C@@H]1[C@H]([C@H]([C@@](O1)(CO)O)O)O)O
cid_227,C([C@@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O
cid_228,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
cid_229,C([C@H](C(=O)O)N)C(=O)O
cid_230,C([C@H](C(=O)O)OP(=O)(O)O)O
cid_231,C([C@H](C=O)O)OP(=O)(O)O
cid_232,C([C@H](CN)O)C(=O)O
cid_233,C([C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC=O)OC=O)O)OC=O)OC=O
cid_234,C([C@H](CS)O)O
cid_235,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O
cid_236,C([C@H]([C@@H](CS)O)O)S
cid_237,C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O
cid_238,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
cid_239,C([C@H]([C@@H]([C@@H]([C@H](C=O)N)O)O)O)O
cid_240,C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O
cid_241,C([C@H]([C@H](C=O)O)O)O
cid_242,C([C@H]([C@H]([C@@H](C(=O)C=O)O)O)O)O
cid_243,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O
cid_244,C([C@H]([C@H]([C@@H]([C@@H]([13CH]=O)[15NH2])O)O)O)O
cid_245,C([C@H]([C@H]([C@@H]([C@H](C=O)N)O)O)O)O
cid_246,C([C@H]([C@H]([C@@H]([C@H](C=O)[18F])O)O)O)O
cid_247,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
cid_248,C([C@H]([C@H]([C@H](C(=O)CO)O)O)O)O
cid_249,C([C@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O
cid_250,C([C@H]([C@H]([C@H]([C@H](C=O)O)O)O)O)O
cid_251,C([C@H]([C@H]1C(=O)C(=C(O1)O)O)O)O
cid_252,C([C@H]1[C@@H]([C@H]([C@@H](N1)CO)O)O)O
cid_253,C/C(=C\C=C\C(=C\C=C\C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C=C(\C)/C=C/CC(C)(C)OC)\C)\C)/C=C/CC(C)(C)OC
cid_254,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O
cid_255,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C
cid_256,C/C(=C\CCC1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C
cid_257,C/C(=C\CNC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)/CO
cid_258,C/C(=N\OC(=O)N)/C1=CC(=C(C=C1)OC)OC2CCCC2
cid_259,C/C=C(/C(=O)O)\N
cid_260,C/C=C(/C(=O)O)\NC
cid_261,C/C=C(\C)/C(=O)O
cid_262,C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
cid_263,C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
cid_264,C/C=C(\CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)/C(C)C
cid_265,C/C=C/1\C(=O)CC2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C
cid_266,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3
cid_267,C/C=C/C(=O)O
cid_268,C/C=C/C1=CC(=C(C=C1)O)OC
cid_269,C/C=C\C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O
cid_270,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O
cid_271,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br
cid_272,C1(C(C(C2C(C1O)O2)O)O)O
cid_273,C12=C(NC(=O)N1)NC(=O)NC2=O
cid_274,C12C3C(=O)O[Sb-]4(O3)OC(C5C(=O)O[Sb-](O1)(O5)OC2=O)C(=O)O4
cid_275,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
cid_276,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
cid_277,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI
cid_278,C1=C(C(=O)NC(=O)N1)F
cid_279,C1=C(C(=O)NC(=O)N1C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)F
cid_280,C1=C(C(=O)NC(=O)N1C[C@@H](C(=O)O)N)F
