index	h_id	uniprot_id
1582	h_1582	G5EDZ2
1523	h_1523	G5EE01
82	h_82	G5EE14
842	h_842	G5EE74
950	h_950	G5EE80
1464	h_1464	G5EE85
798	h_798	G5EEA8
1284	h_1284	G5EEC1
154	h_154	G5EED8
1761	h_1761	G5EEG0
1021	h_1021	G5EEG4
1518	h_1518	G5EEH6
1369	h_1369	G5EEI1
378	h_378	G5EEI8
1256	h_1256	G5EEQ8
369	h_369	G5EER4
370	h_370	G5EES3
1748	h_1748	G5EES6
781	h_781	G5EET2
1041	h_1041	G5EEX8
90	h_90	G5EEY5
776	h_776	G5EF08
1481	h_1481	G5EF65
121	h_121	G5EF77
1465	h_1465	G5EF86
1687	h_1687	G5EF96
181	h_181	G5EFA2
431	h_431	G5EFD4
1192	h_1192	G5EFD5
182	h_182	G5EFD9
101	h_101	G5EFF7
143	h_143	G5EFG5
410	h_410	G5EFH4
1176	h_1176	G5EFI8
1742	h_1742	G5EFI9
1831	h_1831	G5EFL0
865	h_865	G5EFM9
1826	h_1826	G5EFP3
555	h_555	G5EFP8
1580	h_1580	G5EFQ1
1712	h_1712	G5EFQ4
1784	h_1784	G5EFU0
1737	h_1737	G5EFV6
1143	h_1143	G5EFY1
1235	h_1235	G5EFZ1
1402	h_1402	G5EG04
23	h_23	G5EG10
696	h_696	G5EG26
1716	h_1716	G5EG43
859	h_859	G5EG50
1553	h_1553	G5EG53
395	h_395	G5EG58
1769	h_1769	G5EG59
1873	h_1873	G5EG87
1399	h_1399	G5EG96
769	h_769	G5EGA4
829	h_829	G5EGA6
719	h_719	G5EGB3
77	h_77	G5EGH0
1132	h_1132	G5EGH4
1609	h_1609	G5EGH6
971	h_971	G5EGI1
1127	h_1127	G5EGJ9
1084	h_1084	G5EGK1
412	h_412	G5EGL3
886	h_886	G5EGM3
1119	h_1119	G5EGQ3
1023	h_1023	G5EGQ9
1332	h_1332	G5EGR8
1646	h_1646	G5EGS3
1815	h_1815	G5EGS9
939	h_939	G5EGT4
1695	h_1695	G5EGT7
1730	h_1730	G5EGU1
1804	h_1804	H2KY93
44	h_44	H2KYE9
1278	h_1278	H2KYH3
223	h_223	H2KYI5
1034	h_1034	H2KYJ6
1265	h_1265	H2KYN3
10	h_10	H2KYP2
932	h_932	H2KYP7
775	h_775	H2KYQ5
588	h_588	H2KYW1
393	h_393	H2KYX3
780	h_780	H2KZ17
837	h_837	H2KZ19
355	h_355	H2KZG4
169	h_169	H2KZG6
1521	h_1521	H2KZI0
782	h_782	H2KZJ5
633	h_633	H2KZK7
852	h_852	H2KZL6
1193	h_1193	H2KZY5
434	h_434	H2KZZ6
347	h_347	H2L039
1145	h_1145	H2L045
1213	h_1213	H2L055
249	h_249	H2L0J6
874	h_874	H2L0Q3
1273	h_1273	O01326
1828	h_1828	O01427
1478	h_1478	O01464
692	h_692	O01498
325	h_325	O01502
1271	h_1271	O01532
983	h_983	O01579
200	h_200	O01583
149	h_149	O01590
922	h_922	O01591
1538	h_1538	O01592
857	h_857	O01598
1811	h_1811	O01607
1257	h_1257	O01623
1250	h_1250	O01685
1422	h_1422	O01761
501	h_501	O01763
202	h_202	O01789
550	h_550	O01804
246	h_246	O01806
55	h_55	O01812
1813	h_1813	O01813
130	h_130	O01815
752	h_752	O01824
915	h_915	O01840
1126	h_1126	O01854
1161	h_1161	O01864
1827	h_1827	O01869
986	h_986	O01926
433	h_433	O01969
768	h_768	O01991
291	h_291	O02056
411	h_411	O02058
257	h_257	O02089
760	h_760	O02092
646	h_646	O02096
1340	h_1340	O02115
1205	h_1205	O02151
1013	h_1013	O02158
800	h_800	O02161
952	h_952	O02168
156	h_156	O02173
1872	h_1872	O02200
524	h_524	O02213
846	h_846	O02215
823	h_823	O02225
974	h_974	O02228
749	h_749	O02286
293	h_293	O02300
1209	h_1209	O02304
1512	h_1512	O02332
226	h_226	O02482
135	h_135	O02495
401	h_401	O02621
336	h_336	O02637
1509	h_1509	O02639
295	h_295	O02642
307	h_307	O02655
266	h_266	O16228
683	h_683	O16247
652	h_652	O16249
680	h_680	O16259
942	h_942	O16264
563	h_563	O16273
1752	h_1752	O16284
1114	h_1114	O16297
311	h_311	O16303
1353	h_1353	O16315
622	h_622	O16368
1689	h_1689	O16452
406	h_406	O16453
741	h_741	O16454
509	h_509	O16481
1760	h_1760	O16517
1200	h_1200	O16521
1387	h_1387	O16522
381	h_381	O16580
1003	h_1003	O16581
1710	h_1710	O16619
1014	h_1014	O16686
1738	h_1738	O16700
1519	h_1519	O16720
667	h_667	O16785
1141	h_1141	O16880
694	h_694	O16890
1530	h_1530	O16924
1736	h_1736	O16927
850	h_850	O16929
1704	h_1704	O16969
1434	h_1434	O16971
1063	h_1063	O16991
365	h_365	O16992
1847	h_1847	O16995
1230	h_1230	O16999
621	h_621	O17004
605	h_605	O17005
529	h_529	O17066
1243	h_1243	O17080
110	h_110	O17218
1739	h_1739	O17234
1570	h_1570	O17245
337	h_337	O17352
833	h_833	O17365
1587	h_1587	O17395
439	h_439	O17470
877	h_877	O17566
1069	h_1069	O17583
204	h_204	O17589
455	h_455	O17607
1191	h_1191	O17612
1078	h_1078	O17622
467	h_467	O17626
454	h_454	O17643
1384	h_1384	O17680
1162	h_1162	O17695
1406	h_1406	O17708
702	h_702	O17730
991	h_991	O17731
1065	h_1065	O17754
353	h_353	O17759
1814	h_1814	O17761
1565	h_1565	O17762
1583	h_1583	O17773
615	h_615	O17798
196	h_196	O17850
487	h_487	O17860
1156	h_1156	O17892
329	h_329	O17909
1006	h_1006	O17919
1653	h_1653	O17939
785	h_785	O17966
1082	h_1082	O18000
1501	h_1501	O18030
1105	h_1105	O18154
478	h_478	O18158
128	h_128	O18178
461	h_461	O18180
1613	h_1613	O18210
1485	h_1485	O18211
392	h_392	O18229
1605	h_1605	O18230
1374	h_1374	O18256
1169	h_1169	O18276
368	h_368	O18650
1673	h_1673	O44156
319	h_319	O44164
1800	h_1800	O44175
1441	h_1441	O44406
818	h_818	O44408
1071	h_1071	O44410
1667	h_1667	O44411
670	h_670	O44413
376	h_376	O44441
1236	h_1236	O44451
587	h_587	O44501
725	h_725	O44502
1181	h_1181	O44510
1305	h_1305	O44512
609	h_609	O44514
1337	h_1337	O44518
1039	h_1039	O44538
1311	h_1311	O44549
1390	h_1390	O44555
221	h_221	O44556
1808	h_1808	O44568
586	h_586	O44572
3	h_3	O44578
1393	h_1393	O44608
1315	h_1315	O44712
233	h_233	O44739
1486	h_1486	O44747
1270	h_1270	O44750
1442	h_1442	O44781
1182	h_1182	O44857
864	h_864	O44897
816	h_816	O44952
606	h_606	O44954
673	h_673	O44960
415	h_415	O44975
172	h_172	O44985
274	h_274	O44995
611	h_611	O44997
285	h_285	O45011
12	h_12	O45012
878	h_878	O45087
794	h_794	O45106
1047	h_1047	O45115
1154	h_1154	O45148
1239	h_1239	O45236
1719	h_1719	O45241
358	h_358	O45246
1373	h_1373	O45278
1864	h_1864	O45417
1229	h_1229	O45430
1755	h_1755	O45434
1115	h_1115	O45451
420	h_420	O45496
1786	h_1786	O45499
448	h_448	O45502
1540	h_1540	O45518
1809	h_1809	O45525
1005	h_1005	O45552
1297	h_1297	O45577
594	h_594	O45666
1488	h_1488	O45709
1027	h_1027	O45784
1367	h_1367	O45815
803	h_803	O45818
947	h_947	O45819
519	h_519	O45827
640	h_640	O45865
880	h_880	O45869
442	h_442	O45876
826	h_826	O45903
564	h_564	O45926
1584	h_1584	O45946
1657	h_1657	O45947
625	h_625	O45948
1608	h_1608	O61198
1430	h_1430	O61199
1451	h_1451	O61213
1668	h_1668	O61217
64	h_64	O61219
1817	h_1817	O61235
313	h_313	O61394
273	h_273	O61397
178	h_178	O61460
882	h_882	O61528
177	h_177	O61660
806	h_806	O61709
1019	h_1019	O61710
969	h_969	O61741
525	h_525	O61742
1514	h_1514	O61750
1496	h_1496	O61790
799	h_799	O61792
1661	h_1661	O61793
1606	h_1606	O61815
1638	h_1638	O61845
93	h_93	O61847
86	h_86	O61856
1802	h_1802	O61861
1855	h_1855	O61902
897	h_897	O61967
1030	h_1030	O61968
791	h_791	O62102
1577	h_1577	O62106
1417	h_1417	O62108
403	h_403	O62113
1149	h_1149	O62122
50	h_50	O62137
205	h_205	O62138
13	h_13	O62139
457	h_457	O62140
73	h_73	O62146
1457	h_1457	O62193
1649	h_1649	O62202
810	h_810	O62215
784	h_784	O62251
1048	h_1048	O62327
777	h_777	O62332
666	h_666	O62334
490	h_490	O62336
1018	h_1018	O62349
1551	h_1551	O62433
1651	h_1651	O62460
1272	h_1272	O62512
766	h_766	O76258
1040	h_1040	O76360
1610	h_1610	O76387
1146	h_1146	O76410
472	h_472	O76411
1056	h_1056	O76618
1085	h_1085	O77081
795	h_795	P02567
571	h_571	P03949
649	h_649	P04970
659	h_659	P09446
832	h_832	P0DM41
253	h_253	P10299
1179	h_1179	P10984
1504	h_1504	P10986
1130	h_1130	P11141
1684	h_1684	P12844
494	h_494	P12845
349	h_349	P14585
396	h_396	P16356
320	h_320	P17139
9	h_9	P17329
554	h_554	P17330
1054	h_1054	P20163
578	h_578	P20792
608	h_608	P27420
256	h_256	P27604
1560	h_1560	P27715
917	h_917	P27798
1439	h_1439	P28191
88	h_88	P29355
960	h_960	P30429
1586	h_1586	P30627
1379	h_1379	P30635
356	h_356	P30636
1746	h_1746	P30641
1066	h_1066	P30645
1178	h_1178	P30646
1184	h_1184	P30648
858	h_858	P31161
1331	h_1331	P32085
1837	h_1837	P32740
35	h_35	P32756
1190	h_1190	P34255
1381	h_1381	P34273
1081	h_1081	P34275
1338	h_1338	P34286
298	h_298	P34288
820	h_820	P34299
926	h_926	P34308
1473	h_1473	P34342
1461	h_1461	P34343
1295	h_1295	P34345
265	h_265	P34346
1210	h_1210	P34355
891	h_891	P34369
1072	h_1072	P34385
1459	h_1459	P34389
1401	h_1401	P34400
1590	h_1590	P34409
884	h_884	P34429
1070	h_1070	P34434
360	h_360	P34439
134	h_134	P34455
975	h_975	P34460
994	h_994	P34496
1469	h_1469	P34497
451	h_451	P34512
116	h_116	P34517
954	h_954	P34529
1631	h_1631	P34539
1574	h_1574	P34540
309	h_309	P34545
1475	h_1475	P34552
1050	h_1050	P34559
1751	h_1751	P34562
275	h_275	P34568
87	h_87	P34574
240	h_240	P34575
1012	h_1012	P34578
929	h_929	P34580
384	h_384	P34604
1424	h_1424	P34605
1216	h_1216	P34610
801	h_801	P34617
575	h_575	P34618
993	h_993	P34630
79	h_79	P34638
1322	h_1322	P34642
944	h_944	P34647
155	h_155	P34650
1206	h_1206	P34652
1100	h_1100	P34662
263	h_263	P34673
97	h_97	P34678
1654	h_1654	P34685
258	h_258	P34690
168	h_168	P34697
43	h_43	P34707
566	h_566	P34712
836	h_836	P35129
1164	h_1164	P35449
1110	h_1110	P35603
1294	h_1294	P37209
701	h_701	P38433
1510	h_1510	P41848
635	h_635	P41849
813	h_813	P41877
39	h_39	P41885
562	h_562	P41931
540	h_540	P41932
324	h_324	P41938
1499	h_1499	P41942
1573	h_1573	P41956
332	h_332	P41958
499	h_499	P41992
825	h_825	P41994
1092	h_1092	P42168
416	h_416	P42170
1525	h_1525	P43508
1528	h_1528	P45894
1142	h_1142	P45962
402	h_402	P45971
1333	h_1333	P46549
707	h_707	P46554
424	h_424	P46561
872	h_872	P46563
417	h_417	P46580
36	h_36	P46769
1303	h_1303	P46873
1436	h_1436	P47991
1001	h_1001	P48150
687	h_687	P48152
894	h_894	P48158
1421	h_1421	P48162
1701	h_1701	P48181
1506	h_1506	P48182
889	h_889	P48727
1024	h_1024	P48996
1771	h_1771	P49029
271	h_271	P49404
918	h_918	P49405
1160	h_1160	P49583
661	h_661	P49595
138	h_138	P49622
11	h_11	P49632
1083	h_1083	P49713
453	h_453	P50140
514	h_514	P50305
372	h_372	P50306
1157	h_1157	P50432
112	h_112	P50444
968	h_968	P50464
1093	h_1093	P50880
458	h_458	P51403
1588	h_1588	P51485
1840	h_1840	P51875
367	h_367	P52009
1665	h_1665	P52011
783	h_783	P52013
0	h_0	P52014
321	h_321	P52015
80	h_80	P52017
167	h_167	P52018
70	h_70	P52166
1410	h_1410	P52274
1150	h_1150	P52275
1765	h_1765	P52554
1558	h_1558	P52652
498	h_498	P52709
943	h_943	P52713
1556	h_1556	P52874
518	h_518	P52887
469	h_469	P53013
199	h_199	P53014
1535	h_1535	P53016
900	h_900	P53489
1763	h_1763	P53585
123	h_123	P53588
1053	h_1053	P53589
65	h_65	P53596
1301	h_1301	P53795
1136	h_1136	P54412
1352	h_1352	P54688
418	h_418	P54811
543	h_543	P54812
935	h_935	P54813
1517	h_1517	P54816
1097	h_1097	P54871
209	h_209	P54936
1418	h_1418	P55113
277	h_277	P55163
1094	h_1094	P55216
1867	h_1867	P55954
1495	h_1495	P56570
834	h_834	P58798
1798	h_1798	P83388
63	h_63	P90731
49	h_49	P90735
1221	h_1221	P90755
641	h_641	P90778
914	h_914	P90788
290	h_290	P90795
286	h_286	P90829
634	h_634	P90831
491	h_491	P90838
387	h_387	P90849
1483	h_1483	P90861
1321	h_1321	P90904
928	h_928	P90916
822	h_822	P90917
1159	h_1159	P90922
1455	h_1455	P90994
1579	h_1579	P91019
890	h_890	P91020
208	h_208	P91079
398	h_398	P91093
480	h_480	P91119
979	h_979	P91125
1600	h_1600	P91133
617	h_617	P91134
982	h_982	P91143
1309	h_1309	P91189
770	h_770	P91266
1845	h_1845	P91270
1832	h_1832	P91309
1029	h_1029	P91374
1468	h_1468	P91400
452	h_452	P91402
1361	h_1361	P91404
382	h_382	P91406
844	h_844	P91408
310	h_310	P91424
1772	h_1772	P91425
103	h_103	P91427
1709	h_1709	P91430
1721	h_1721	P91443
99	h_99	P91454
603	h_603	P91455
731	h_731	P91478
468	h_468	P91500
1593	h_1593	P91502
1562	h_1562	P91505
933	h_933	P91851
957	h_957	P91856
335	h_335	P91857
1843	h_1843	P91866
1033	h_1033	P91871
1627	h_1627	P91873
1416	h_1416	P91907
650	h_650	P91910
1669	h_1669	P91918
1474	h_1474	P91982
1062	h_1062	P91985
473	h_473	P91988
940	h_940	P91997
572	h_572	P92186
802	h_802	P98061
811	h_811	P98080
62	h_62	Q02328
815	h_815	Q02332
1614	h_1614	Q03563
186	h_186	Q03577
1405	h_1405	Q03598
672	h_672	Q03600
527	h_527	Q03604
1494	h_1494	Q03614
216	h_216	Q04833
241	h_241	Q05036
1061	h_1061	Q05062
1364	h_1364	Q06561
893	h_893	Q07750
262	h_262	Q09165
1641	h_1641	Q09250
1829	h_1829	Q09306
1263	h_1263	Q09315
1365	h_1365	Q09345
1697	h_1697	Q09349
821	h_821	Q09353
898	h_898	Q09363
992	h_992	Q09374
1349	h_1349	Q09376
1017	h_1017	Q09409
1856	h_1856	Q09433
757	h_757	Q09438
389	h_389	Q09440
1849	h_1849	Q09444
559	h_559	Q09450
618	h_618	Q09453
1858	h_1858	Q09474
976	h_976	Q09477
47	h_47	Q09490
1183	h_1183	Q09504
1628	h_1628	Q09506
1304	h_1304	Q09508
636	h_636	Q09522
437	h_437	Q09525
561	h_561	Q09527
1552	h_1552	Q09530
436	h_436	Q09531
1356	h_1356	Q09533
207	h_207	Q09537
1790	h_1790	Q09541
739	h_739	Q09543
532	h_532	Q09544
133	h_133	Q09545
1415	h_1415	Q09567
1425	h_1425	Q09580
1490	h_1490	Q09582
1869	h_1869	Q09590
980	h_980	Q09591
244	h_244	Q09597
91	h_91	Q09603
1266	h_1266	Q09615
1652	h_1652	Q09618
492	h_492	Q09629
598	h_598	Q09630
1000	h_1000	Q09632
1581	h_1581	Q09639
934	h_934	Q09644
1264	h_1264	Q09652
1589	h_1589	Q09657
1102	h_1102	Q09660
1616	h_1616	Q09973
1449	h_1449	Q09979
953	h_953	Q09980
489	h_489	Q09990
629	h_629	Q09995
1240	h_1240	Q09996
1388	h_1388	Q0G819
1564	h_1564	Q0G840
1225	h_1225	Q10039
1435	h_1435	Q10040
906	h_906	Q10121
1544	h_1544	Q10454
497	h_497	Q10457
720	h_720	Q10462
344	h_344	Q10578
259	h_259	Q10651
1644	h_1644	Q10653
596	h_596	Q10654
1450	h_1450	Q10657
152	h_152	Q10661
660	h_660	Q10663
1789	h_1789	Q10664
835	h_835	Q10901
8	h_8	Q10914
250	h_250	Q10929
956	h_956	Q10944
1799	h_1799	Q11174
1795	h_1795	Q11176
1328	h_1328	Q11179
793	h_793	Q11185
1194	h_1194	Q11190
1320	h_1320	Q17328
1618	h_1618	Q17330
292	h_292	Q17345
547	h_547	Q17348
1247	h_1247	Q17361
111	h_111	Q17383
901	h_901	Q17388
910	h_910	Q17389
1079	h_1079	Q17413
1664	h_1664	Q17427
444	h_444	Q17432
282	h_282	Q17446
173	h_173	Q17456
1394	h_1394	Q17463
1215	h_1215	Q17474
1472	h_1472	Q17490
386	h_386	Q17499
482	h_482	Q17525
1445	h_1445	Q17533
1681	h_1681	Q17551
997	h_997	Q17557
150	h_150	Q17568
1440	h_1440	Q17571
710	h_710	Q17574
1185	h_1185	Q17577
876	h_876	Q17586
1420	h_1420	Q17603
697	h_697	Q17607
239	h_239	Q17632
1626	h_1626	Q17663
1258	h_1258	Q17684
238	h_238	Q17688
1693	h_1693	Q17693
1543	h_1543	Q17703
1620	h_1620	Q17720
1835	h_1835	Q17724
1791	h_1791	Q17726
1028	h_1028	Q17745
542	h_542	Q17754
1466	h_1466	Q17758
1357	h_1357	Q17761
1118	h_1118	Q17765
267	h_267	Q17766
610	h_610	Q17770
6	h_6	Q17790
304	h_304	Q17796
1492	h_1492	Q17820
1732	h_1732	Q17848
1713	h_1713	Q17868
1539	h_1539	Q17898
1431	h_1431	Q17899
600	h_600	Q17900
854	h_854	Q17938
747	h_747	Q17957
512	h_512	Q17967
1172	h_1172	Q17993
140	h_140	Q17994
1498	h_1498	Q18026
1007	h_1007	Q18031
681	h_681	Q18040
1731	h_1731	Q18122
4	h_4	Q18164
1734	h_1734	Q18211
58	h_58	Q18212
459	h_459	Q18217
536	h_536	Q18218
1853	h_1853	Q18231
301	h_301	Q18237
1343	h_1343	Q18241
464	h_464	Q18250
718	h_718	Q18268
642	h_642	Q18276
1395	h_1395	Q18316
45	h_45	Q18347
1045	h_1045	Q18411
1103	h_1103	Q18425
212	h_212	Q18426
1852	h_1852	Q18429
114	h_114	Q18434
175	h_175	Q18445
422	h_422	Q18477
1595	h_1595	Q18483
1715	h_1715	Q18486
790	h_790	Q18488
1572	h_1572	Q18489
314	h_314	Q18496
1335	h_1335	Q18511
59	h_59	Q18524
1383	h_1383	Q18547
888	h_888	Q18559
1112	h_1112	Q18566
945	h_945	Q18580
74	h_74	Q18581
1342	h_1342	Q18596
115	h_115	Q18599
1591	h_1591	Q18621
361	h_361	Q18624
1341	h_1341	Q18673
496	h_496	Q18677
722	h_722	Q18678
326	h_326	Q18683
495	h_495	Q18688
427	h_427	Q18775
1866	h_1866	Q18780
1398	h_1398	Q18787
1545	h_1545	Q18801
938	h_938	Q18812
1015	h_1015	Q18822
985	h_985	Q18851
289	h_289	Q18861
582	h_582	Q18885
1038	h_1038	Q18898
158	h_158	Q18910
269	h_269	Q18919
1419	h_1419	Q18924
1675	h_1675	Q18932
713	h_713	Q18938
978	h_978	Q18946
1363	h_1363	Q18974
904	h_904	Q18990
1202	h_1202	Q18993
1372	h_1372	Q19000
28	h_28	Q19004
1201	h_1201	Q19013
438	h_438	Q19019
1462	h_1462	Q19057
488	h_488	Q19058
1144	h_1144	Q19084
334	h_334	Q19086
989	h_989	Q19087
162	h_162	Q19088
583	h_583	Q19102
137	h_137	Q19103
812	h_812	Q19108
684	h_684	Q19127
193	h_193	Q19130
1432	h_1432	Q19133
1292	h_1292	Q19192
1520	h_1520	Q19202
651	h_651	Q19207
435	h_435	Q19246
695	h_695	Q19264
1714	h_1714	Q19265
1302	h_1302	Q19266
1208	h_1208	Q19278
1090	h_1090	Q19305
166	h_166	Q19311
1168	h_1168	Q19317
724	h_724	Q19326
397	h_397	Q19328
1639	h_1639	Q19335
1409	h_1409	Q19339
653	h_653	Q19341
1089	h_1089	Q19360
1619	h_1619	Q19404
597	h_597	Q19431
1279	h_1279	Q19437
1223	h_1223	Q19440
1121	h_1121	Q19490
1796	h_1796	Q19519
711	h_711	Q19523
1611	h_1611	Q19537
471	h_471	Q19546
456	h_456	Q19564
1660	h_1660	Q19572
460	h_460	Q19579
924	h_924	Q19605
1745	h_1745	Q19626
1217	h_1217	Q19655
136	h_136	Q19680
364	h_364	Q19683
831	h_831	Q19699
613	h_613	Q19713
1859	h_1859	Q19739
1396	h_1396	Q19749
297	h_297	Q19752
1471	h_1471	Q19764
1875	h_1875	Q19774
1824	h_1824	Q19775
1152	h_1152	Q19825
477	h_477	Q19826
1663	h_1663	Q19834
853	h_853	Q19839
896	h_896	Q19842
1567	h_1567	Q19848
41	h_41	Q19849
476	h_476	Q19869
1228	h_1228	Q19890
1347	h_1347	Q19901
797	h_797	Q19905
1723	h_1723	Q19949
1139	h_1139	Q19951
723	h_723	Q19973
34	h_34	Q19980
851	h_851	Q1EPL7
1086	h_1086	Q1ZXV0
366	h_366	Q20048
1336	h_1336	Q20049
60	h_60	Q20057
315	h_315	Q20060
644	h_644	Q20063
147	h_147	Q20100
373	h_373	Q20122
254	h_254	Q20127
1052	h_1052	Q20129
626	h_626	Q20140
1411	h_1411	Q20143
280	h_280	Q20173
1016	h_1016	Q20183
1682	h_1682	Q20206
1175	h_1175	Q20220
89	h_89	Q20221
441	h_441	Q20230
445	h_445	Q20239
1044	h_1044	Q20291
1212	h_1212	Q20303
523	h_523	Q20334
671	h_671	Q20344
638	h_638	Q20352
624	h_624	Q20364
1269	h_1269	Q20375
827	h_827	Q20376
961	h_961	Q20390
591	h_591	Q20393
1794	h_1794	Q20481
1678	h_1678	Q20487
958	h_958	Q20496
1010	h_1010	Q20502
616	h_616	Q20507
1035	h_1035	Q20616
1805	h_1805	Q20624
1091	h_1091	Q20628
732	h_732	Q20634
1783	h_1783	Q20641
1797	h_1797	Q20646
1389	h_1389	Q20647
1345	h_1345	Q20655
40	h_40	Q20660
1291	h_1291	Q20678
1128	h_1128	Q20680
1281	h_1281	Q20697
264	h_264	Q20751
1548	h_1548	Q20766
1370	h_1370	Q20772
1037	h_1037	Q20779
1658	h_1658	Q20780
1774	h_1774	Q20781
1241	h_1241	Q20796
1428	h_1428	Q20797
1756	h_1756	Q20819
446	h_446	Q20829
1351	h_1351	Q20845
750	h_750	Q20848
1536	h_1536	Q20875
1460	h_1460	Q20893
1838	h_1838	Q20899
1259	h_1259	Q20939
1008	h_1008	Q20943
675	h_675	Q20950
1820	h_1820	Q20952
1842	h_1842	Q20959
1242	h_1242	Q20993
1640	h_1640	Q21000
300	h_300	Q21005
84	h_84	Q21012
735	h_735	Q21029
32	h_32	Q21053
1819	h_1819	Q21054
788	h_788	Q21080
20	h_20	Q21086
1116	h_1116	Q21122
1686	h_1686	Q21166
751	h_751	Q21215
1839	h_1839	Q21217
1022	h_1022	Q21219
228	h_228	Q21230
371	h_371	Q21253
1026	h_1026	Q21265
856	h_856	Q21274
628	h_628	Q21275
165	h_165	Q21276
345	h_345	Q21284
1049	h_1049	Q21285
1453	h_1453	Q21307
268	h_268	Q21322
1245	h_1245	Q21323
31	h_31	Q21338
1862	h_1862	Q21346
1720	h_1720	Q21415
754	h_754	Q21420
1400	h_1400	Q21463
1749	h_1749	Q21473
